# z	dc	dL	dVc_dz
1.815000000000000213e+01	1.084319962706578444e+01	2.076472728583098046e+02	1.405880046476852385e+02
1.816000000000000014e+01	1.084415115928083040e+01	2.077739362118207396e+02	1.405026467787825482e+02
1.817000000000000171e+01	1.084510194689621088e+01	2.079006043220003903e+02	1.404173765921147208e+02
1.817999999999999972e+01	1.084605199088228566e+01	2.080272771851222444e+02	1.403321939618736565e+02
1.819000000000000128e+01	1.084700129220764531e+01	2.081539547974647064e+02	1.402470987624798227e+02
1.819999999999999929e+01	1.084794985183911287e+01	2.082806371553109557e+02	1.401620908685821121e+02
1.821000000000000085e+01	1.084889767074175815e+01	2.084073242549491738e+02	1.400771701550571606e+02
1.821999999999999886e+01	1.084984474987888703e+01	2.085340160926721751e+02	1.399923364970088926e+02
1.823000000000000043e+01	1.085079109021205745e+01	2.086607126647778614e+02	1.399075897697679807e+02
1.824000000000000199e+01	1.085173669270107588e+01	2.087874139675687388e+02	1.398229298488913628e+02
1.825000000000000000e+01	1.085268155830400971e+01	2.089141199973522021e+02	1.397383566101620431e+02
1.826000000000000156e+01	1.085362568797718374e+01	2.090408307504405627e+02	1.396538699295880406e+02
1.826999999999999957e+01	1.085456908267518195e+01	2.091675462231507368e+02	1.395694696834023603e+02
1.828000000000000114e+01	1.085551174335086166e+01	2.092942664118046139e+02	1.394851557480622546e+02
1.828999999999999915e+01	1.085645367095535008e+01	2.094209913127286882e+02	1.394009280002490527e+02
1.830000000000000071e+01	1.085739486643805307e+01	2.095477209222544275e+02	1.393167863168671943e+02
1.830999999999999872e+01	1.085833533074665169e+01	2.096744552367178471e+02	1.392327305750443429e+02
1.832000000000000028e+01	1.085927506482711635e+01	2.098011942524599078e+02	1.391487606521303064e+02
1.833000000000000185e+01	1.086021406962369973e+01	2.099279379658261462e+02	1.390648764256969514e+02
1.833999999999999986e+01	1.086115234607895630e+01	2.100546863731670157e+02	1.389810777735377769e+02
1.835000000000000142e+01	1.086208989513372281e+01	2.101814394708375744e+02	1.388973645736668630e+02
1.835999999999999943e+01	1.086302671772714845e+01	2.103081972551975980e+02	1.388137367043192967e+02
1.837000000000000099e+01	1.086396281479667891e+01	2.104349597226116657e+02	1.387301940439498082e+02
1.837999999999999901e+01	1.086489818727806878e+01	2.105617268694489610e+02	1.386467364712329129e+02
1.839000000000000057e+01	1.086583283610538686e+01	2.106884986920834422e+02	1.385633638650622004e+02
1.840000000000000213e+01	1.086676676221101623e+01	2.108152751868937287e+02	1.384800761045497950e+02
1.841000000000000014e+01	1.086769996652565773e+01	2.109420563502630159e+02	1.383968730690260429e+02
1.842000000000000171e+01	1.086863244997833888e+01	2.110688421785793594e+02	1.383137546380390006e+02
1.842999999999999972e+01	1.086956421349641388e+01	2.111956326682353051e+02	1.382307206913539517e+02
1.844000000000000128e+01	1.087049525800556715e+01	2.113224278156282310e+02	1.381477711089528100e+02
1.844999999999999929e+01	1.087142558442981688e+01	2.114492276171599201e+02	1.380649057710339775e+02
1.846000000000000085e+01	1.087235519369152215e+01	2.115760320692370158e+02	1.379821245580114351e+02
1.846999999999999886e+01	1.087328408671138469e+01	2.117028411682706519e+02	1.378994273505147703e+02
1.848000000000000043e+01	1.087421226440845246e+01	2.118296549106766804e+02	1.378168140293882686e+02
1.849000000000000199e+01	1.087513972770012138e+01	2.119564732928753870e+02	1.377342844756907709e+02
1.850000000000000000e+01	1.087606647750214606e+01	2.120832963112918605e+02	1.376518385706950767e+02
1.851000000000000156e+01	1.087699251472863793e+01	2.122101239623557092e+02	1.375694761958875176e+02
1.851999999999999957e+01	1.087791784029206532e+01	2.123369562425011168e+02	1.374871972329674179e+02
1.853000000000000114e+01	1.087884245510326942e+01	2.124637931481668431e+02	1.374050015638468381e+02
1.853999999999999915e+01	1.087976636007145537e+01	2.125906346757962524e+02	1.373228890706498362e+02
1.855000000000000071e+01	1.088068955610420296e+01	2.127174808218371709e+02	1.372408596357122690e+02
1.855999999999999872e+01	1.088161204410747196e+01	2.128443315827421145e+02	1.371589131415812233e+02
1.857000000000000028e+01	1.088253382498559674e+01	2.129711869549681182e+02	1.370770494710145613e+02
1.858000000000000185e+01	1.088345489964129875e+01	2.130980469349766508e+02	1.369952685069804659e+02
1.858999999999999986e+01	1.088437526897568830e+01	2.132249115192337570e+02	1.369135701326570995e+02
1.860000000000000142e+01	1.088529493388826452e+01	2.133517807042100003e+02	1.368319542314318653e+02
1.860999999999999943e+01	1.088621389527692784e+01	2.134786544863805489e+02	1.367504206869014638e+02
1.862000000000000099e+01	1.088713215403796930e+01	2.136055328622249476e+02	1.366689693828708130e+02
1.862999999999999901e+01	1.088804971106608654e+01	2.137324158282272890e+02	1.365876002033532188e+02
1.864000000000000057e+01	1.088896656725438916e+01	2.138593033808762129e+02	1.365063130325694942e+02
1.865000000000000213e+01	1.088988272349438624e+01	2.139861955166647078e+02	1.364251077549476747e+02
1.866000000000000014e+01	1.089079818067600947e+01	2.141130922320903096e+02	1.363439842551227059e+02
1.867000000000000171e+01	1.089171293968760246e+01	2.142399935236551300e+02	1.362629424179356761e+02
1.867999999999999972e+01	1.089262700141592966e+01	2.143668993878654874e+02	1.361819821284336172e+02
1.869000000000000128e+01	1.089354036674618520e+01	2.144938098212323894e+02	1.361011032718691354e+02
1.869999999999999929e+01	1.089445303656198227e+01	2.146207248202710787e+02	1.360203057336996437e+02
1.871000000000000085e+01	1.089536501174537619e+01	2.147476443815013738e+02	1.359395893995873621e+02
1.871999999999999886e+01	1.089627629317684843e+01	2.148745685014474418e+02	1.358589541553984645e+02
1.873000000000000043e+01	1.089718688173532612e+01	2.150014971766379972e+02	1.357783998872029940e+02
1.874000000000000199e+01	1.089809677829817502e+01	2.151284304036060178e+02	1.356979264812740951e+02
1.875000000000000000e+01	1.089900598374120655e+01	2.152553681788888298e+02	1.356175338240879569e+02
1.876000000000000156e+01	1.089991449893867959e+01	2.153823104990283639e+02	1.355372218023228754e+02
1.876999999999999957e+01	1.090082232476331470e+01	2.155092573605707287e+02	1.354569903028595945e+02
1.878000000000000114e+01	1.090172946208627813e+01	2.156362087600666086e+02	1.353768392127798279e+02
1.878999999999999915e+01	1.090263591177720492e+01	2.157631646940708947e+02	1.352967684193669982e+02
1.880000000000000071e+01	1.090354167470418822e+01	2.158901251591429400e+02	1.352167778101047588e+02
1.880999999999999872e+01	1.090444675173378997e+01	2.160170901518463609e+02	1.351368672726773354e+02
1.882000000000000028e+01	1.090535114373103909e+01	2.161440596687491791e+02	1.350570366949685024e+02
1.883000000000000185e+01	1.090625485155944396e+01	2.162710337064237933e+02	1.349772859650616965e+02
1.883999999999999986e+01	1.090715787608098886e+01	2.163980122614468087e+02	1.348976149712393635e+02
1.885000000000000142e+01	1.090806021815613391e+01	2.165249953303992925e+02	1.348180236019823326e+02
1.885999999999999943e+01	1.090896187864383116e+01	2.166519829098664616e+02	1.347385117459697028e+02
1.887000000000000099e+01	1.090986285840151382e+01	2.167789749964381087e+02	1.346590792920783031e+02
1.887999999999999901e+01	1.091076315828511234e+01	2.169059715867080342e+02	1.345797261293822658e+02
1.889000000000000057e+01	1.091166277914904548e+01	2.170329726772745289e+02	1.345004521471525436e+02
1.890000000000000213e+01	1.091256172184623274e+01	2.171599782647400332e+02	1.344212572348566539e+02
1.891000000000000014e+01	1.091345998722809441e+01	2.172869883457113360e+02	1.343421412821581953e+02
1.892000000000000171e+01	1.091435757614455682e+01	2.174140029167996033e+02	1.342631041789162794e+02
1.892999999999999972e+01	1.091525448944405596e+01	2.175410219746200085e+02	1.341841458151854454e+02
1.894000000000000128e+01	1.091615072797353214e+01	2.176680455157922722e+02	1.341052660812147508e+02
1.894999999999999929e+01	1.091704629257844772e+01	2.177950735369400377e+02	1.340264648674480270e+02
1.896000000000000085e+01	1.091794118410278003e+01	2.179221060346914953e+02	1.339477420645228278e+02
1.896999999999999886e+01	1.091883540338902847e+01	2.180491430056789000e+02	1.338690975632704294e+02
1.898000000000000043e+01	1.091972895127821630e+01	2.181761844465387696e+02	1.337905312547150913e+02
1.899000000000000199e+01	1.092062182860989594e+01	2.183032303539118288e+02	1.337120430300740566e+02
1.900000000000000000e+01	1.092151403622214900e+01	2.184302807244429800e+02	1.336336327807568409e+02
1.901000000000000156e+01	1.092240557495159869e+01	2.185573355547815027e+02	1.335553003983649774e+02
1.901999999999999957e+01	1.092329644563339563e+01	2.186843948415805698e+02	1.334770457746913905e+02
1.903000000000000114e+01	1.092418664910124271e+01	2.188114585814979023e+02	1.333988688017202264e+02
1.903999999999999915e+01	1.092507618618737730e+01	2.189385267711950291e+02	1.333207693716264544e+02
1.905000000000000071e+01	1.092596505772259263e+01	2.190655994073379986e+02	1.332427473767752701e+02
1.905999999999999872e+01	1.092685326453622707e+01	2.191926764865966959e+02	1.331648027097217835e+02
1.907000000000000028e+01	1.092774080745617837e+01	2.193197580056454967e+02	1.330869352632107621e+02
1.908000000000000185e+01	1.092862768730889655e+01	2.194468439611626422e+02	1.330091449301760065e+02
1.908999999999999986e+01	1.092951390491939812e+01	2.195739343498306937e+02	1.329314316037400943e+02
1.910000000000000142e+01	1.093039946111125715e+01	2.197010291683363050e+02	1.328537951772138967e+02
1.910999999999999943e+01	1.093128435670662135e+01	2.198281284133701377e+02	1.327762355440962949e+02
1.912000000000000099e+01	1.093216859252620665e+01	2.199552320816273152e+02	1.326987525980736677e+02
1.912999999999999901e+01	1.093305216938930080e+01	2.200823401698066277e+02	1.326213462330196080e+02
1.914000000000000057e+01	1.093393508811377046e+01	2.202094526746113559e+02	1.325440163429943539e+02
1.915000000000000213e+01	1.093481734951605766e+01	2.203365695927486172e+02	1.324667628222445046e+02
1.916000000000000014e+01	1.093569895441119577e+01	2.204636909209297357e+02	1.323895855652028501e+02
1.917000000000000171e+01	1.093657990361279886e+01	2.205908166558701566e+02	1.323124844664875184e+02
1.917999999999999972e+01	1.093746019793306878e+01	2.207179467942893325e+02	1.322354594209018899e+02
1.919000000000000128e+01	1.093833983818280586e+01	2.208450813329108655e+02	1.321585103234341716e+02
1.919999999999999929e+01	1.093921882517140176e+01	2.209722202684623085e+02	1.320816370692570842e+02
1.921000000000000085e+01	1.094009715970684837e+01	2.210993635976754206e+02	1.320048395537271233e+02
1.921999999999999886e+01	1.094097484259573960e+01	2.212265113172858548e+02	1.319281176723847295e+02
1.923000000000000043e+01	1.094185187464327313e+01	2.213536634240334138e+02	1.318514713209532658e+02
1.924000000000000199e+01	1.094272825665325577e+01	2.214808199146619074e+02	1.317749003953392446e+02
1.925000000000000000e+01	1.094360398942810875e+01	2.216079807859192101e+02	1.316984047916315603e+02
1.926000000000000156e+01	1.094447907376886242e+01	2.217351460345571468e+02	1.316219844061011770e+02
1.926999999999999957e+01	1.094535351047516691e+01	2.218623156573316351e+02	1.315456391352009007e+02
1.928000000000000114e+01	1.094622730034529212e+01	2.219894896510025148e+02	1.314693688755646406e+02
1.928999999999999915e+01	1.094710044417613126e+01	2.221166680123336903e+02	1.313931735240074374e+02
1.930000000000000071e+01	1.094797294276320798e+01	2.222438507380931298e+02	1.313170529775249804e+02
1.930999999999999872e+01	1.094884479690067280e+01	2.223710378250526389e+02	1.312410071332930954e+02
1.932000000000000028e+01	1.094971600738130491e+01	2.224982292699881441e+02	1.311650358886672620e+02
1.933000000000000185e+01	1.095058657499652455e+01	2.226254250696793804e+02	1.310891391411826135e+02
1.933999999999999986e+01	1.095145650053639130e+01	2.227526252209101756e+02	1.310133167885534533e+02
1.935000000000000142e+01	1.095232578478960050e+01	2.228798297204683649e+02	1.309375687286724030e+02
1.935999999999999943e+01	1.095319442854349568e+01	2.230070385651455922e+02	1.308618948596107714e+02
1.937000000000000099e+01	1.095406243258407386e+01	2.231342517517375938e+02	1.307862950796176449e+02
1.937999999999999901e+01	1.095492979769597319e+01	2.232614692770438864e+02	1.307107692871198026e+02
1.939000000000000057e+01	1.095579652466248710e+01	2.233886911378681361e+02	1.306353173807210339e+02
1.940000000000000213e+01	1.095666261426557142e+01	2.235159173310176755e+02	1.305599392592021957e+02
1.941000000000000014e+01	1.095752806728583906e+01	2.236431478533039865e+02	1.304846348215205580e+02
1.942000000000000171e+01	1.095839288450255999e+01	2.237703827015423030e+02	1.304094039668093217e+02
1.942999999999999972e+01	1.095925706669368083e+01	2.238976218725518663e+02	1.303342465943777313e+02
1.944000000000000128e+01	1.096012061463580345e+01	2.240248653631558398e+02	1.302591626037100241e+02
1.944999999999999929e+01	1.096098352910421347e+01	2.241521131701811669e+02	1.301841518944658276e+02
1.946000000000000085e+01	1.096184581087286070e+01	2.242793652904587418e+02	1.301092143664790797e+02
1.946999999999999886e+01	1.096270746071437685e+01	2.244066217208232956e+02	1.300343499197582275e+02
1.948000000000000043e+01	1.096356847940007384e+01	2.245338824581135100e+02	1.299595584544854319e+02
1.949000000000000199e+01	1.096442886769994729e+01	2.246611474991719319e+02	1.298848398710165668e+02
1.950000000000000000e+01	1.096528862638267654e+01	2.247884168408448886e+02	1.298101940698806800e+02
1.951000000000000156e+01	1.096614775621562998e+01	2.249156904799826009e+02	1.297356209517795094e+02
1.951999999999999957e+01	1.096700625796486683e+01	2.250429684134390982e+02	1.296611204175873695e+02
1.953000000000000114e+01	1.096786413239514602e+01	2.251702506380723605e+02	1.295866923683506684e+02
1.953999999999999915e+01	1.096872138026992083e+01	2.252975371507441480e+02	1.295123367052876517e+02
1.955000000000000071e+01	1.096957800235133718e+01	2.254248279483200008e+02	1.294380533297876923e+02
1.955999999999999872e+01	1.097043399940025665e+01	2.255521230276692677e+02	1.293638421434114605e+02
1.957000000000000028e+01	1.097128937217624056e+01	2.256794223856652479e+02	1.292897030478902423e+02
1.958000000000000185e+01	1.097214412143755524e+01	2.258067260191849073e+02	1.292156359451255128e+02
1.958999999999999986e+01	1.097299824794118628e+01	2.259340339251090199e+02	1.291416407371889932e+02
1.960000000000000142e+01	1.097385175244282784e+01	2.260613461003222540e+02	1.290677173263217128e+02
1.960999999999999943e+01	1.097470463569689336e+01	2.261886625417130006e+02	1.289938656149342364e+02
1.962000000000000099e+01	1.097555689845651727e+01	2.263159832461734027e+02	1.289200855056058401e+02
1.962999999999999901e+01	1.097640854147355505e+01	2.264433082105994117e+02	1.288463769010845397e+02
1.964000000000000057e+01	1.097725956549858672e+01	2.265706374318908445e+02	1.287727397042863515e+02
1.965000000000000213e+01	1.097810997128092403e+01	2.266979709069510989e+02	1.286991738182954350e+02
1.966000000000000014e+01	1.097895975956860681e+01	2.268253086326874381e+02	1.286256791463632965e+02
1.967000000000000171e+01	1.097980893110841194e+01	2.269526506060109057e+02	1.285522555919085619e+02
1.967999999999999972e+01	1.098065748664584795e+01	2.270799968238361544e+02	1.284789030585168916e+02
1.969000000000000128e+01	1.098150542692516574e+01	2.272073472830816740e+02	1.284056214499401563e+02
1.969999999999999929e+01	1.098235275268935851e+01	2.273347019806697062e+02	1.283324106700966354e+02
1.971000000000000085e+01	1.098319946468016539e+01	2.274620609135262157e+02	1.282592706230702220e+02
1.971999999999999886e+01	1.098404556363806783e+01	2.275894240785807767e+02	1.281862012131103370e+02
1.973000000000000043e+01	1.098489105030230384e+01	2.277167914727667721e+02	1.281132023446314463e+02
