# z	dc	dL	dVc_dz
9.970000000000000639e+00	9.672185532172001388e+00	1.061038752879268685e+02	2.578243404575892441e+02
9.980000000000000426e+00	9.674378664386759752e+00	1.062246777349666331e+02	2.575895781470517818e+02
9.990000000000000213e+00	9.676568806316208082e+00	1.063454911814151274e+02	2.573551621069759108e+02
1.000000000000000000e+01	9.678755964740222595e+00	1.064663156121424663e+02	2.571210916890079261e+02
1.000999999999999979e+01	9.680940146417214009e+00	1.065871510120535390e+02	2.568873662459830598e+02
1.001999999999999957e+01	9.683121358084218144e+00	1.067079973660880796e+02	2.566539851319254240e+02
1.002999999999999936e+01	9.685299606456979404e+00	1.068288546592204682e+02	2.564209477020478971e+02
1.004000000000000092e+01	9.687474898230037823e+00	1.069497228764596315e+02	2.561882533127517263e+02
1.005000000000000071e+01	9.689647240076817880e+00	1.070706020028488439e+02	2.559559013216271239e+02
1.006000000000000050e+01	9.691816638649710214e+00	1.071914920234657984e+02	2.557238910874523299e+02
1.007000000000000028e+01	9.693983100580160439e+00	1.073123929234223795e+02	2.554922219701936683e+02
1.008000000000000007e+01	9.696146632478747307e+00	1.074333046878645348e+02	2.552608933310054340e+02
1.008999999999999986e+01	9.698307240935275075e+00	1.075542273019722046e+02	2.550299045322295797e+02
1.009999999999999964e+01	9.700464932518851668e+00	1.076751607509592361e+02	2.547992549373954034e+02
1.010999999999999943e+01	9.702619713777970389e+00	1.077961050200732558e+02	2.545689439112189234e+02
1.012000000000000099e+01	9.704771591240598738e+00	1.079170600945954703e+02	2.543389708196032757e+02
1.013000000000000078e+01	9.706920571414258347e+00	1.080380259598407093e+02	2.541093350296378048e+02
1.014000000000000057e+01	9.709066660786104919e+00	1.081590026011571979e+02	2.538800359095977797e+02
1.015000000000000036e+01	9.711209865823011711e+00	1.082799900039265708e+02	2.536510728289440237e+02
1.016000000000000014e+01	9.713350192971653030e+00	1.084009881535636310e+02	2.534224451583225743e+02
1.016999999999999993e+01	9.715487648658578834e+00	1.085219970355163213e+02	2.531941522695639719e+02
1.017999999999999972e+01	9.717622239290305330e+00	1.086430166352655959e+02	2.529661935356833453e+02
1.018999999999999950e+01	9.719753971253382474e+00	1.087640469383253503e+02	2.527385683308791045e+02
1.020000000000000107e+01	9.721882850914484564e+00	1.088850879302422356e+02	2.525112760305332245e+02
1.021000000000000085e+01	9.724008884620483073e+00	1.090061395965956308e+02	2.522843160112100804e+02
1.022000000000000064e+01	9.726132078698530137e+00	1.091272019229975001e+02	2.520576876506564474e+02
1.023000000000000043e+01	9.728252439456131384e+00	1.092482748950923508e+02	2.518313903278002215e+02
1.024000000000000021e+01	9.730369973181229426e+00	1.093693584985570197e+02	2.516054234227505617e+02
1.025000000000000000e+01	9.732484686142280239e+00	1.094904527191006451e+02	2.513797863167968103e+02
1.025999999999999979e+01	9.734596584588327772e+00	1.096115575424645670e+02	2.511544783924077535e+02
1.026999999999999957e+01	9.736705674749087436e+00	1.097326729544222133e+02	2.509294990332315365e+02
1.027999999999999936e+01	9.738811962835013603e+00	1.098537989407789581e+02	2.507048476240942989e+02
1.029000000000000092e+01	9.740915455037386650e+00	1.099749354873720932e+02	2.504805235509999761e+02
1.030000000000000071e+01	9.743016157528375132e+00	1.100960825800706431e+02	2.502565262011291907e+02
1.031000000000000050e+01	9.745114076461128150e+00	1.102172402047753650e+02	2.500328549628387975e+02
1.032000000000000028e+01	9.747209217969835748e+00	1.103384083474185502e+02	2.498095092256609178e+02
1.033000000000000007e+01	9.749301588169812405e+00	1.104595869939639812e+02	2.495864883803024554e+02
1.033999999999999986e+01	9.751391193157568082e+00	1.105807761304068322e+02	2.493637918186438753e+02
1.034999999999999964e+01	9.753478039010884615e+00	1.107019757427735414e+02	2.491414189337385778e+02
1.035999999999999943e+01	9.755562131788884983e+00	1.108231858171217254e+02	2.489193691198123304e+02
1.037000000000000099e+01	9.757643477532113252e+00	1.109444063395401372e+02	2.486976417722618180e+02
1.038000000000000078e+01	9.759722082262603848e+00	1.110656372961484237e+02	2.484762362876545865e+02
1.039000000000000057e+01	9.761797951983950838e+00	1.111868786730971976e+02	2.482551520637272802e+02
1.040000000000000036e+01	9.763871092681387864e+00	1.113081304565678238e+02	2.480343884993851304e+02
1.041000000000000014e+01	9.765941510321853869e+00	1.114293926327723483e+02	2.478139449947012736e+02
1.041999999999999993e+01	9.768009210854069480e+00	1.115506651879534701e+02	2.475938209509155854e+02
1.042999999999999972e+01	9.770074200208608062e+00	1.116719481083843846e+02	2.473740157704336298e+02
1.043999999999999950e+01	9.772136484297956116e+00	1.117932413803686273e+02	2.471545288568255216e+02
1.045000000000000107e+01	9.774196069016603872e+00	1.119145449902401310e+02	2.469353596148255860e+02
1.046000000000000085e+01	9.776252960241096801e+00	1.120358589243629837e+02	2.467165074503309086e+02
1.047000000000000064e+01	9.778307163830115556e+00	1.121571831691314429e+02	2.464979717704001985e+02
1.048000000000000043e+01	9.780358685624543469e+00	1.122785177109697656e+02	2.462797519832530213e+02
1.049000000000000021e+01	9.782407531447534055e+00	1.123998625363321793e+02	2.460618474982684916e+02
1.050000000000000000e+01	9.784453707104583842e+00	1.125212176317027115e+02	2.458442577259847326e+02
1.050999999999999979e+01	9.786497218383594543e+00	1.126425829835951760e+02	2.456269820780968303e+02
1.051999999999999957e+01	9.788538071054951217e+00	1.127639585785530443e+02	2.454100199674569183e+02
1.052999999999999936e+01	9.790576270871582665e+00	1.128853444031493325e+02	2.451933708080722738e+02
1.054000000000000092e+01	9.792611823569028928e+00	1.130067404439866010e+02	2.449770340151042660e+02
1.055000000000000071e+01	9.794644734865512348e+00	1.131281466876966846e+02	2.447610090048676454e+02
1.056000000000000050e+01	9.796675010462003286e+00	1.132495631209407776e+02	2.445452951948287250e+02
1.057000000000000028e+01	9.798702656042289405e+00	1.133709897304092777e+02	2.443298920036052664e+02
1.058000000000000007e+01	9.800727677273032512e+00	1.134924265028217150e+02	2.441147988509637230e+02
1.058999999999999986e+01	9.802750079803848493e+00	1.136138734249265951e+02	2.439000151578198370e+02
1.059999999999999964e+01	9.804769869267362381e+00	1.137353304835014001e+02	2.436855403462357685e+02
1.060999999999999943e+01	9.806787051279279410e+00	1.138567976653524312e+02	2.434713738394204938e+02
1.062000000000000099e+01	9.808801631438447188e+00	1.139782749573147811e+02	2.432575150617271049e+02
1.063000000000000078e+01	9.810813615326923198e+00	1.140997623462521204e+02	2.430439634386525825e+02
1.064000000000000057e+01	9.812823008510035194e+00	1.142212598190568258e+02	2.428307183968359766e+02
1.065000000000000036e+01	9.814829816536452256e+00	1.143427673626496670e+02	2.426177793640576681e+02
1.066000000000000014e+01	9.816834044938241632e+00	1.144642849639799067e+02	2.424051457692372082e+02
1.066999999999999993e+01	9.818835699230938019e+00	1.145858126100250587e+02	2.421928170424332336e+02
1.067999999999999972e+01	9.820834784913602178e+00	1.147073502877908737e+02	2.419807926148410502e+02
1.068999999999999950e+01	9.822831307468888440e+00	1.148288979843112969e+02	2.417690719187922070e+02
1.070000000000000107e+01	9.824825272363103323e+00	1.149504556866483256e+02	2.415576543877523363e+02
1.071000000000000085e+01	9.826816685046271260e+00	1.150720233818918530e+02	2.413465394563205564e+02
1.072000000000000064e+01	9.828805550952194992e+00	1.151936010571597393e+02	2.411357265602277948e+02
1.073000000000000043e+01	9.830791875498521293e+00	1.153151886995976554e+02	2.409252151363354812e+02
1.074000000000000021e+01	9.832775664086792489e+00	1.154367862963789406e+02	2.407150046226338134e+02
1.075000000000000000e+01	9.834756922102521060e+00	1.155583938347046171e+02	2.405050944582412455e+02
1.075999999999999979e+01	9.836735654915242932e+00	1.156800113018032476e+02	2.402954840834023287e+02
1.076999999999999957e+01	9.838711867878576101e+00	1.158016386849308361e+02	2.400861729394865165e+02
1.077999999999999936e+01	9.840685566330289902e+00	1.159232759713707992e+02	2.398771604689870571e+02
1.079000000000000092e+01	9.842656755592354756e+00	1.160449231484338668e+02	2.396684461155190036e+02
1.080000000000000071e+01	9.844625440971013219e+00	1.161665802034579542e+02	2.394600293238186737e+02
1.081000000000000050e+01	9.846591627756829723e+00	1.162882471238081621e+02	2.392519095397411206e+02
1.082000000000000028e+01	9.848555321224752745e+00	1.164099238968765775e+02	2.390440862102594792e+02
1.083000000000000007e+01	9.850516526634178760e+00	1.165316105100823449e+02	2.388365587834633175e+02
1.083999999999999986e+01	9.852475249229005527e+00	1.166533069508714249e+02	2.386293267085570164e+02
1.084999999999999964e+01	9.854431494237692490e+00	1.167750132067166504e+02	2.384223894358585198e+02
1.085999999999999943e+01	9.856385266873319395e+00	1.168967292651175569e+02	2.382157464167977139e+02
1.087000000000000099e+01	9.858336572333644909e+00	1.170184551136003677e+02	2.380093971039149494e+02
1.088000000000000078e+01	9.860285415801161690e+00	1.171401907397178093e+02	2.378033409508597344e+02
1.089000000000000057e+01	9.862231802443156781e+00	1.172619361310491541e+02	2.375975774123889153e+02
1.090000000000000036e+01	9.864175737411768452e+00	1.173836912752000501e+02	2.373921059443654258e+02
1.091000000000000014e+01	9.866117225844039496e+00	1.175054561598025202e+02	2.371869260037565255e+02
1.091999999999999993e+01	9.868056272861981171e+00	1.176272307725148352e+02	2.369820370486326055e+02
1.092999999999999972e+01	9.869992883572622944e+00	1.177490151010213850e+02	2.367774385381654554e+02
1.093999999999999950e+01	9.871927063068071106e+00	1.178708091330327647e+02	2.365731299326265002e+02
1.095000000000000107e+01	9.873858816425563845e+00	1.179926128562854899e+02	2.363691106933857213e+02
1.096000000000000085e+01	9.875788148707528080e+00	1.181144262585420535e+02	2.361653802829097515e+02
1.097000000000000064e+01	9.877715064961636315e+00	1.182362493275907838e+02	2.359619381647605678e+02
1.098000000000000043e+01	9.879639570220859923e+00	1.183580820512458871e+02	2.357587838035936159e+02
1.099000000000000021e+01	9.881561669503520662e+00	1.184799244173472061e+02	2.355559166651563032e+02
1.100000000000000000e+01	9.883481367813352847e+00	1.186017764137602484e+02	2.353533362162868343e+02
1.100999999999999979e+01	9.885398670139553090e+00	1.187236380283760298e+02	2.351510419249120218e+02
1.101999999999999957e+01	9.887313581456831812e+00	1.188455092491111174e+02	2.349490332600459510e+02
1.102999999999999936e+01	9.889226106725473642e+00	1.189673900639074589e+02	2.347473096917884163e+02
1.104000000000000092e+01	9.891136250891388926e+00	1.190892804607323257e+02	2.345458706913233868e+02
1.105000000000000071e+01	9.893044018886161695e+00	1.192111804275782418e+02	2.343447157309173008e+02
1.106000000000000050e+01	9.894949415627110056e+00	1.193330899524629558e+02	2.341438442839171046e+02
1.107000000000000028e+01	9.896852446017337712e+00	1.194550090234292696e+02	2.339432558247491727e+02
1.108000000000000007e+01	9.898753114945783693e+00	1.195769376285450534e+02	2.337429498289174887e+02
1.108999999999999986e+01	9.900651427287275652e+00	1.196988757559031740e+02	2.335429257730017412e+02
1.109999999999999964e+01	9.902547387902586706e+00	1.198208233936212821e+02	2.333431831346561864e+02
1.110999999999999943e+01	9.904441001638476294e+00	1.199427805298419543e+02	2.331437213926073753e+02
1.112000000000000099e+01	9.906332273327757676e+00	1.200647471527324370e+02	2.329445400266529305e+02
1.113000000000000078e+01	9.908221207789337015e+00	1.201867232504846754e+02	2.327456385176600691e+02
1.114000000000000057e+01	9.910107809828268444e+00	1.203087088113151850e+02	2.325470163475632148e+02
1.115000000000000036e+01	9.911992084235805578e+00	1.204307038234650378e+02	2.323486729993628899e+02
1.116000000000000014e+01	9.913874035789453032e+00	1.205527082751997483e+02	2.321506079571239241e+02
1.116999999999999993e+01	9.915753669253014380e+00	1.206747221548091886e+02	2.319528207059737497e+02
1.117999999999999972e+01	9.917630989376650774e+00	1.207967454506075882e+02	2.317553107321008667e+02
1.118999999999999950e+01	9.919506000896914699e+00	1.209187781509333917e+02	2.315580775227526544e+02
1.120000000000000107e+01	9.921378708536817470e+00	1.210408202441491881e+02	2.313611205662342627e+02
1.121000000000000085e+01	9.923249117005868314e+00	1.211628717186416679e+02	2.311644393519067364e+02
1.122000000000000064e+01	9.925117231000129436e+00	1.212849325628215809e+02	2.309680333701850259e+02
1.123000000000000043e+01	9.926983055202258655e+00	1.214070027651236074e+02	2.307719021125364804e+02
1.124000000000000021e+01	9.928846594281564464e+00	1.215290823140063452e+02	2.305760450714792000e+02
1.125000000000000000e+01	9.930707852894057552e+00	1.216511711979521948e+02	2.303804617405806425e+02
1.125999999999999979e+01	9.932566835682484552e+00	1.217732694054672749e+02	2.301851516144546963e+02
1.126999999999999957e+01	9.934423547276399091e+00	1.218953769250814076e+02	2.299901141887616802e+02
1.127999999999999936e+01	9.936277992292186667e+00	1.220174937453480197e+02	2.297953489602049899e+02
1.129000000000000092e+01	9.938130175333128591e+00	1.221396198548441703e+02	2.296008554265304440e+02
1.130000000000000071e+01	9.939980100989446399e+00	1.222617552421702101e+02	2.294066330865242662e+02
1.131000000000000050e+01	9.941827773838346261e+00	1.223838998959500373e+02	2.292126814400111527e+02
1.132000000000000028e+01	9.943673198444063388e+00	1.225060538048308558e+02	2.290189999878522542e+02
1.133000000000000007e+01	9.945516379357918879e+00	1.226282169574831471e+02	2.288255882319444936e+02
1.133999999999999986e+01	9.947357321118360574e+00	1.227503893426005703e+02	2.286324456752178946e+02
1.134999999999999964e+01	9.949196028251007462e+00	1.228725709488999200e+02	2.284395718216337059e+02
1.135999999999999943e+01	9.951032505268701200e+00	1.229947617651211402e+02	2.282469661761835482e+02
1.137000000000000099e+01	9.952866756671550519e+00	1.231169617800270828e+02	2.280546282448866577e+02
1.138000000000000078e+01	9.954698786946977407e+00	1.232391709824035786e+02	2.278625575347889765e+02
1.139000000000000057e+01	9.956528600569759746e+00	1.233613893610593237e+02	2.276707535539607363e+02
1.140000000000000036e+01	9.958356202002082824e+00	1.234836169048258370e+02	2.274792158114948961e+02
1.141000000000000014e+01	9.960181595693581968e+00	1.236058536025573602e+02	2.272879438175056634e+02
1.141999999999999993e+01	9.962004786081386953e+00	1.237280994431308301e+02	2.270969370831263916e+02
1.142999999999999972e+01	9.963825777590168187e+00	1.238503544154457785e+02	2.269061951205076753e+02
1.143999999999999950e+01	9.965644574632179342e+00	1.239726185084243042e+02	2.267157174428159010e+02
1.145000000000000107e+01	9.967461181607307097e+00	1.240948917110109733e+02	2.265255035642314283e+02
1.146000000000000085e+01	9.969275602903110212e+00	1.242171740121727765e+02	2.263355529999466569e+02
1.147000000000000064e+01	9.971087842894869269e+00	1.243394654008990159e+02	2.261458652661644635e+02
1.148000000000000043e+01	9.972897905945623975e+00	1.244617658662013753e+02	2.259564398800958998e+02
1.149000000000000021e+01	9.974705796406222902e+00	1.245840753971137218e+02	2.257672763599589985e+02
1.150000000000000000e+01	9.976511518615362561e+00	1.247063939826920489e+02	2.255783742249766419e+02
1.150999999999999979e+01	9.978315076899638925e+00	1.248287216120144762e+02	2.253897329953751125e+02
1.151999999999999957e+01	9.980116475573577617e+00	1.249510582741811930e+02	2.252013521923814778e+02
1.152999999999999936e+01	9.981915718939690763e+00	1.250734039583143300e+02	2.250132313382229938e+02
1.154000000000000092e+01	9.983712811288510736e+00	1.251957586535579310e+02	2.248253699561241490e+02
1.155000000000000071e+01	9.985507756898638121e+00	1.253181223490779104e+02	2.246377675703057832e+02
1.156000000000000050e+01	9.987300560036780794e+00	1.254404950340619678e+02	2.244504237059826437e+02
1.157000000000000028e+01	9.989091224957798332e+00	1.255628766977195170e+02	2.242633378893619920e+02
1.158000000000000007e+01	9.990879755904741089e+00	1.256852673292816434e+02	2.240765096476411884e+02
1.158999999999999986e+01	9.992666157108899938e+00	1.258076669180010612e+02	2.238899385090069529e+02
1.159999999999999964e+01	9.994450432789840022e+00	1.259300754531519857e+02	2.237036240026324094e+02
1.160999999999999943e+01	9.996232587155443383e+00	1.260524929240301333e+02	2.235175656586759203e+02
1.162000000000000099e+01	9.998012624401955151e+00	1.261749193199526928e+02	2.233317630082792391e+02
1.163000000000000078e+01	9.999790548714022620e+00	1.262973546302580985e+02	2.231462155835654642e+02
1.164000000000000057e+01	1.000156636426473256e+01	1.264197988443062144e+02	2.229609229176374185e+02
1.165000000000000036e+01	1.000334007521565916e+01	1.265422519514780930e+02	2.227758845445757458e+02
1.166000000000000014e+01	1.000511168571689780e+01	1.266647139411759326e+02	2.225910999994369206e+02
1.166999999999999993e+01	1.000688119990711122e+01	1.267871848028230914e+02	2.224065688182520546e+02
1.167999999999999972e+01	1.000864862191356686e+01	1.269096645258640308e+02	2.222222905380240547e+02
1.168999999999999950e+01	1.001041395585217941e+01	1.270321530997641588e+02	2.220382646967269409e+02
1.170000000000000107e+01	1.001217720582754822e+01	1.271546505140098731e+02	2.218544908333032026e+02
1.171000000000000085e+01	1.001393837593299807e+01	1.272771567581084042e+02	2.216709684876623214e+02
1.172000000000000064e+01	1.001569747025061830e+01	1.273996718215878587e+02	2.214876972006787241e+02
1.173000000000000043e+01	1.001745449285130540e+01	1.275221956939971193e+02	2.213046765141901915e+02
1.174000000000000021e+01	1.001920944779479683e+01	1.276447283649057169e+02	2.211219059709959254e+02
1.175000000000000000e+01	1.002096233912971890e+01	1.277672698239039164e+02	2.209393851148548436e+02
1.175999999999999979e+01	1.002271317089361702e+01	1.278898200606025597e+02	2.207571134904835048e+02
1.176999999999999957e+01	1.002446194711299832e+01	1.280123790646329951e+02	2.205750906435546881e+02
1.177999999999999936e+01	1.002620867180337072e+01	1.281349468256470914e+02	2.203933161206949478e+02
1.179000000000000092e+01	1.002795334896928203e+01	1.282575233333171241e+02	2.202117894694834490e+02
1.180000000000000071e+01	1.002969598260435546e+01	1.283801085773357613e+02	2.200305102384496649e+02
1.181000000000000050e+01	1.003143657669133049e+01	1.285027025474159359e+02	2.198494779770718708e+02
1.182000000000000028e+01	1.003317513520210014e+01	1.286253052332909022e+02	2.196686922357750120e+02
1.183000000000000007e+01	1.003491166209775010e+01	1.287479166247141222e+02	2.194881525659292265e+02
1.183999999999999986e+01	1.003664616132859067e+01	1.288705367114590956e+02	2.193078585198475992e+02
1.184999999999999964e+01	1.003837863683420650e+01	1.289931654833195580e+02	2.191278096507848261e+02
1.185999999999999943e+01	1.004010909254347972e+01	1.291158029301091403e+02	2.189480055129348841e+02
1.187000000000000099e+01	1.004183753237463428e+01	1.292384490416615392e+02	2.187684456614294106e+02
1.188000000000000078e+01	1.004356396023527687e+01	1.293611038078303750e+02	2.185891296523363394e+02
1.189000000000000057e+01	1.004528838002242530e+01	1.294837672184890778e+02	2.184100570426570584e+02
1.190000000000000036e+01	1.004701079562255295e+01	1.296064392635309446e+02	2.182312273903255289e+02
1.191000000000000014e+01	1.004873121091161892e+01	1.297291199328689970e+02	2.180526402542059543e+02
1.191999999999999993e+01	1.005044962975511247e+01	1.298518092164360382e+02	2.178742951940912178e+02
1.192999999999999972e+01	1.005216605600807611e+01	1.299745071041844255e+02	2.176961917707007217e+02
1.193999999999999950e+01	1.005388049351515889e+01	1.300972135860861272e+02	2.175183295456789665e+02
1.195000000000000107e+01	1.005559294611063770e+01	1.302199286521327508e+02	2.173407080815933057e+02
1.196000000000000085e+01	1.005730341761846525e+01	1.303426522923352877e+02	2.171633269419326950e+02
1.197000000000000064e+01	1.005901191185228960e+01	1.304653844967241980e+02	2.169861856911049358e+02
1.198000000000000043e+01	1.006071843261551102e+01	1.305881252553493539e+02	2.168092838944361063e+02
1.199000000000000021e+01	1.006242298370129973e+01	1.307108745582798974e+02	2.166326211181676342e+02
1.200000000000000000e+01	1.006412556889263854e+01	1.308336323956043259e+02	2.164561969294548760e+02
1.200999999999999979e+01	1.006582619196235662e+01	1.309563987574302644e+02	2.162800108963654679e+02
1.201999999999999957e+01	1.006752485667316854e+01	1.310791736338846363e+02	2.161040625878773938e+02
1.203000000000000114e+01	1.006922156677769742e+01	1.312019570151134076e+02	2.159283515738766539e+02
1.204000000000000092e+01	1.007091632601852638e+01	1.313247488912815868e+02	2.157528774251566972e+02
1.205000000000000071e+01	1.007260913812821812e+01	1.314475492525732534e+02	2.155776397134151239e+02
1.206000000000000050e+01	1.007430000682935933e+01	1.315703580891914157e+02	2.154026380112528329e+02
1.207000000000000028e+01	1.007598893583458555e+01	1.316931753913580394e+02	2.152278718921717484e+02
1.208000000000000007e+01	1.007767592884662911e+01	1.318160011493139052e+02	2.150533409305735688e+02
1.208999999999999986e+01	1.007936098955833693e+01	1.319388353533186375e+02	2.148790447017570386e+02
1.209999999999999964e+01	1.008104412165271668e+01	1.320616779936505623e+02	2.147049827819169252e+02
1.210999999999999943e+01	1.008272532880296346e+01	1.321845290606068488e+02	2.145311547481420291e+02
1.212000000000000099e+01	1.008440461467249882e+01	1.323073885445031692e+02	2.143575601784129390e+02
1.213000000000000078e+01	1.008608198291499392e+01	1.324302564356738685e+02	2.141841986516007239e+02
1.214000000000000057e+01	1.008775743717441920e+01	1.325531327244718796e+02	2.140110697474651147e+02
1.215000000000000036e+01	1.008943098108506220e+01	1.326760174012685809e+02	2.138381730466521446e+02
1.216000000000000014e+01	1.009110261827157196e+01	1.327989104564538820e+02	2.136655081306931265e+02
1.216999999999999993e+01	1.009277235234897674e+01	1.329218118804360245e+02	2.134930745820019240e+02
1.217999999999999972e+01	1.009444018692273559e+01	1.330447216636416385e+02	2.133208719838740990e+02
1.218999999999999950e+01	1.009610612558875786e+01	1.331676397965156866e+02	2.131488999204843822e+02
1.220000000000000107e+01	1.009777017193344051e+01	1.332905662695214346e+02	2.129771579768851950e+02
1.221000000000000085e+01	1.009943232953370007e+01	1.334135010731401962e+02	2.128056457390050866e+02
1.222000000000000064e+01	1.010109260195700287e+01	1.335364441978715888e+02	2.126343627936462610e+02
1.223000000000000043e+01	1.010275099276139876e+01	1.336593956342333058e+02	2.124633087284830992e+02
1.224000000000000021e+01	1.010440750549554956e+01	1.337823553727610886e+02	2.122924831320606813e+02
1.225000000000000000e+01	1.010606214369876987e+01	1.339053234040086977e+02	2.121218855937925696e+02
1.225999999999999979e+01	1.010771491090105023e+01	1.340282997185479132e+02	2.119515157039593021e+02
1.226999999999999957e+01	1.010936581062308903e+01	1.341512843069683640e+02	2.117813730537061190e+02
1.228000000000000114e+01	1.011101484637632630e+01	1.342742771598776130e+02	2.116114572350417973e+02
1.229000000000000092e+01	1.011266202166297923e+01	1.343972782679009867e+02	2.114417678408366044e+02
1.230000000000000071e+01	1.011430733997605991e+01	1.345202876216816321e+02	2.112723044648200812e+02
1.231000000000000050e+01	1.011595080479942510e+01	1.346433052118803460e+02	2.111030667015799906e+02
1.232000000000000028e+01	1.011759241960778866e+01	1.347663310291757455e+02	2.109340541465600154e+02
1.233000000000000007e+01	1.011923218786676593e+01	1.348893650642639841e+02	2.107652663960581378e+02
1.233999999999999986e+01	1.012087011303289685e+01	1.350124073078588367e+02	2.105967030472249633e+02
1.234999999999999964e+01	1.012250619855367972e+01	1.351354577506916428e+02	2.104283636980615597e+02
1.235999999999999943e+01	1.012414044786760137e+01	1.352585163835111359e+02	2.102602479474182360e+02
1.237000000000000099e+01	1.012577286440416202e+01	1.353815831970836712e+02	2.100923553949920120e+02
1.238000000000000078e+01	1.012740345158391442e+01	1.355046581821927703e+02	2.099246856413258513e+02
1.239000000000000057e+01	1.012903221281848687e+01	1.356277413296395480e+02	2.097572382878057908e+02
1.240000000000000036e+01	1.013065915151061525e+01	1.357508326302422574e+02	2.095900129366599742e+02
1.241000000000000014e+01	1.013228427105417673e+01	1.358739320748365174e+02	2.094230091909565772e+02
1.241999999999999993e+01	1.013390757483421112e+01	1.359970396542751132e+02	2.092562266546019885e+02
1.242999999999999972e+01	1.013552906622695993e+01	1.361201553594280824e+02	2.090896649323392182e+02
1.243999999999999950e+01	1.013714874859988413e+01	1.362432791811824302e+02	2.089233236297456529e+02
1.245000000000000107e+01	1.013876662531170503e+01	1.363664111104424421e+02	2.087572023532320884e+02
1.246000000000000085e+01	1.014038269971242912e+01	1.364895511381292863e+02	2.085913007100404570e+02
1.247000000000000064e+01	1.014199697514337117e+01	1.366126992551812123e+02	2.084256183082417806e+02
1.248000000000000043e+01	1.014360945493719512e+01	1.367358554525533805e+02	2.082601547567353180e+02
1.249000000000000021e+01	1.014522014241792824e+01	1.368590197212178623e+02	2.080949096652456660e+02
1.250000000000000000e+01	1.014682904090100557e+01	1.369821920521635832e+02	2.079298826443220491e+02
1.250999999999999979e+01	1.014843615369328589e+01	1.371053724363962942e+02	2.077650733053358181e+02
1.251999999999999957e+01	1.015004148409308371e+01	1.372285608649384869e+02	2.076004812604791709e+02
1.253000000000000114e+01	1.015164503539020302e+01	1.373517573288294500e+02	2.074361061227630216e+02
1.254000000000000092e+01	1.015324681086595859e+01	1.374749618191250988e+02	2.072719475060156924e+02
1.255000000000000071e+01	1.015484681379320797e+01	1.375981743268979756e+02	2.071080050248808107e+02
1.256000000000000050e+01	1.015644504743637633e+01	1.377213948432372774e+02	2.069442782948154615e+02
1.257000000000000028e+01	1.015804151505148845e+01	1.378446233592486863e+02	2.067807669320891364e+02
1.258000000000000007e+01	1.015963621988619003e+01	1.379678598660544537e+02	2.066174705537809757e+02
1.258999999999999986e+01	1.016122916517978503e+01	1.380911043547932877e+02	2.064543887777789166e+02
1.259999999999999964e+01	1.016282035416325691e+01	1.382143568166202670e+02	2.062915212227776465e+02
1.260999999999999943e+01	1.016440979005929179e+01	1.383376172427069264e+02	2.061288675082764996e+02
1.262000000000000099e+01	1.016599747608231397e+01	1.384608856242411434e+02	2.059664272545782921e+02
1.263000000000000078e+01	1.016758341543851252e+01	1.385841619524269390e+02	2.058042000827874745e+02
1.264000000000000057e+01	1.016916761132586089e+01	1.387074462184847334e+02	2.056421856148080280e+02
1.265000000000000036e+01	1.017075006693415062e+01	1.388307384136511473e+02	2.054803834733420729e+02
1.266000000000000014e+01	1.017233078544501801e+01	1.389540385291789448e+02	2.053187932818881904e+02
1.266999999999999993e+01	1.017390977003197072e+01	1.390773465563370337e+02	2.051574146647395480e+02
1.267999999999999972e+01	1.017548702386040560e+01	1.392006624864103514e+02	2.049962472469819943e+02
1.268999999999999950e+01	1.017706255008765126e+01	1.393239863106999223e+02	2.048352906544929510e+02
1.270000000000000107e+01	1.017863635186297877e+01	1.394473180205228289e+02	2.046745445139388835e+02
1.271000000000000085e+01	1.018020843232764250e+01	1.395706576072119844e+02	2.045140084527744762e+02
1.272000000000000064e+01	1.018177879461489255e+01	1.396940050621163323e+02	2.043536820992401601e+02
1.273000000000000043e+01	1.018334744185001206e+01	1.398173603766006750e+02	2.041935650823608341e+02
1.274000000000000021e+01	1.018491437715033321e+01	1.399407235420455891e+02	2.040336570319439318e+02
1.275000000000000000e+01	1.018647960362527272e+01	1.400640945498474821e+02	2.038739575785779152e+02
1.275999999999999979e+01	1.018804312437635318e+01	1.401874733914185924e+02	2.037144663536305131e+02
1.276999999999999957e+01	1.018960494249722615e+01	1.403108600581867904e+02	2.035551829892468447e+02
1.278000000000000114e+01	1.019116506107370412e+01	1.404342545415956351e+02	2.033961071183481124e+02
1.279000000000000092e+01	1.019272348318377652e+01	1.405576568331042893e+02	2.032372383746294702e+02
1.280000000000000071e+01	1.019428021189765232e+01	1.406810669241876042e+02	2.030785763925586593e+02
1.281000000000000050e+01	1.019583525027776183e+01	1.408044848063358927e+02	2.029201208073742180e+02
1.282000000000000028e+01	1.019738860137880110e+01	1.409279104710550428e+02	2.027618712550836335e+02
1.283000000000000007e+01	1.019894026824774969e+01	1.410513439098663753e+02	2.026038273724619785e+02
1.283999999999999986e+01	1.020049025392389375e+01	1.411747851143066725e+02	2.024459887970499494e+02
1.284999999999999964e+01	1.020203856143885446e+01	1.412982340759281215e+02	2.022883551671523037e+02
1.285999999999999943e+01	1.020358519381661111e+01	1.414216907862982566e+02	2.021309261218361257e+02
1.287000000000000099e+01	1.020513015407353130e+01	1.415451552369998751e+02	2.019737013009294913e+02
